,date,type,operator,fatalities,location,country,year
12871,01-DEC-1974,Boeing 727-251,Northwest Orient Airlines,3.0,"Stony Point, NY",USA,1974
12873,01-DEC-1974,Beech 100 King Air,Southern Services,2.0,Birmingham Airpo...,USA,1974
12874,04-DEC-1974,Antonov An-12B,"Aeroflot, East Siberia",0.0,Irkutsk Airport ...,Russia,1974
12875,04-DEC-1974,Douglas DC-8-55F,Martinair Holland,191.0,Maskeliya,Sri Lanka,1974
12876,04-DEC-1974,Antonov An-2R,"Aeroflot, East Siberia",13.0,Irkutsk Airport ...,Russia,1974
12877,08-DEC-1974,Antonov An-2R,"Aeroflot, Ukraine",0.0,Kiev region,Ukraine,1974
12878,09-DEC-1974,Ilyushin Il-18D,"EgyptAir, lsf Tarom",6.0,near Jeddah Internati...,Saudi Arabia,1974
12879,09-DEC-1974,Antonov An-2T,"Aeroflot, East Siberia",0.0,near Kirensk,Russia,1974
12880,11-DEC-1974,Lockheed L-188AF Electra,Fairbanks Air Service,0.0,Prudhoe Bay/Dead...,USA,1974
12881,13-DEC-1974,Douglas C-50-DO (DC-3),Khemara Air,0.0,Takeo,Cambodia,1974
12882,14-DEC-1974,Yakovlev Yak-40,"Aeroflot, Tajikistan",7.0,Bukhara Airport ...,Uzbekistan,1974
12884,22-DEC-1974,Canadair CL-44D4-1,Tradewinds Airways,0.0,Lusaka Airport (...,Zambia,1974
12885,22-DEC-1974,DC-9-14,AVENSA,75.0,near Maturin,Venezuela,1974
12886,24-DEC-1974,Handley Page HPR-7 Herald 203,BIA,0.0,Jersey-States Ai...,U.K.,1974
12887,24-DEC-1974,Antonov An-2,"Aeroflot, West Siberia",1.0,"near Baturino, Asinov...",Russia,1974
12888,25-DEC-1974,Curtiss C-46A,"Lane Xang Airlines, op.for Cambodian International",2.0,Bannak,Cambodia,1974
12889,25-DEC-1974,Douglas C-47B (DC-3),Seulawah Air Services,0.0,"Darwin Airport, ...",Australia,1974
12891,25-DEC-1974,Boeing 747-237B,Air-India,0.0,Roma-Fiumicino A...,Italy,1974
12892,25-DEC-1974,Douglas C-47B (DC-3),RAAF,0.0,"Darwin Airport, ...",Australia,1974
12893,26-DEC-1974,Grumman American G-1159 Gulfstream II,Togo Government,3.0,Lome Airport (LFW),Togo,1974
12894,26-DEC-1974,BN-2A Islander,Harbor Airlines,4.0,near Seattle/Tacoma I...,USA,1974
12895,27-DEC-1974,Rockwell Sabreliner 60,Anchor Hocking Glass Corp.,3.0,near Lancaster-Fairfi...,USA,1974
12896,27-DEC-1974,Antonov An-2R,"Aeroflot, Far East",0.0,near Khabarovsk,Russia,1974
12897,28-DEC-1974,Lockheed 18 Lodestar,private,24.0,Tikal-El PetAn ...,Guatemala,1974
12898,29-DEC-1974,Antonov An-24RV,Tarom,33.0,near Sibiu Airport (SBZ),Romania,1974
12899,30-DEC-1974,Morane Saulnier (FMA) MS.760 Paris I,Argentine AF,2.0,"Rio Cuarto, CD",Argentina,1974
12901,01-JAN-1975,Douglas C-47A (DC-3),Air O'Hare,0.0,"near Fort Lauderdale, FL",USA,1975
12902,02-JAN-1975,Douglas C-54P (DC-4),Transvall Corp.,0.0,Tucson-Davis Mon...,USA,1975
12903,02-JAN-1975,Lockheed C-130B Hercules,USAF,2.0,New Orleans NAS/...,USA,1975
12905,03-JAN-1975,Fairchild C-123K Provider,Air America,9.0,near Nha Trang,Vietnam,1975
12906,05-JAN-1975,DHC-6 Twin Otter 200,Argentine Army,13.0,"near La Angostura, TU",Argentina,1975
12907,07-JAN-1975,Convair CV-440-59,Frigorificos Movima,0.0,near San Borja,Bolivia,1975
12908,07-JAN-1975,BAC One-Eleven 510ED,British Airways,0.0,London-Stansted ...,U.K.,1975
12909,08-JAN-1975,Douglas C-47 (DC-3),SATENA,23.0,near El Doncello,Colombia,1975
12910,09-JAN-1975,Convair T-29D (CV-240),USAF,7.0,"near Newport News, VA",USA,1975
12911,09-JAN-1975,DHC-6 Twin Otter 100,Golden West Airlines,12.0,"Whittier, CA",USA,1975
12915,15-JAN-1975,Douglas C-47 (DC-3),"Nordair, lsf Air Brazeau",0.0,La Grande Airpor...,Canada,1975
12916,15-JAN-1975,Ilyushin Il-18V,Malev,9.0,near Budapest-Feriheg...,Hungary,1975
12917,16-JAN-1975,Antonov An-2P,"Aeroflot, Ukraine",12.0,near Sam Neua Airport...,Laos,1975
12919,17-JAN-1975,Carstedt Jet Liner 600F,Falcon Airways,0.0,"near Addison Airport,...",USA,1975
12920,19-JAN-1975,Douglas C-47B (DC-3),Khmer Hansa Airlines,0.0,Phnom Penh-Poche...,Cambodia,1975
12921,19-JAN-1975,Douglas DC-3A-343B,Khmer Hansa Airlines,0.0,Phnom Penh-Poche...,Cambodia,1975
12922,19-JAN-1975,Douglas DC-3C,South East Asia Air Transport,0.0,Phnom Penh-Poche...,Cambodia,1975
12924,25-JAN-1975,Fokker F-27 Friendship 600,Maersk Air,0.0,Faroe Islands-Va...,Denmark,1975
12925,28-JAN-1975,Yakovlev Yak-40,"Aeroflot, Ukraine",0.0,Zaporozhye Airpo...,Ukraine,1975
12926,30-JAN-1975,Fokker F-28 Fellowship 1000,THY,42.0,near Istanbul-YesilkA...,Turkey,1975
12927,30-JAN-1975,Douglas DC-3-313,LANSA,1.0,Santo Domingo-La...,Dominican Rep.,1975
12928,31-JAN-1975,BN-2A-9 Islander,Transniger,0.0,near AgadA s Airport ...,Niger,1975
12929,01-FEB-1975,Douglas DC-3D,Horizon Properties,5.0,Houston-Intercon...,USA,1975
12930,01-FEB-1975,Vickers 806 Viscount,Mandala Airlines,0.0,Taipei-Songshan ...,Taiwan,1975
12932,01-FEB-1975,Howard Super Ventura,Ebco Manufacturing Co.,2.0,"Egg Harbor, NJ",USA,1975
12933,03-FEB-1975,Hawker Siddeley HS-748,Philippine Air Lines,33.0,near Manila Internati...,Philippines,1975
12936,06-FEB-1975,Consolidated PBY-5A Catalina,Unknown,3.0,"near Wikieup, AZ",USA,1975
12937,09-FEB-1975,BAC One-Eleven 401AK,Jet Travel,0.0,South Lake Tahoe...,USA,1975
12938,09-FEB-1975,Transall C-160D,German AF,42.0,near Chania-SoAoda Ai...,Greece,1975
12939,12-FEB-1975,Ilyushin Il-18V,"Aeroflot, Moscow",0.0,Krasnoyarsk Airp...,Russia,1975
12940,16-FEB-1975,Douglas DC-6BF,Pacific Alaska,3.0,near Fairbanks Intern...,USA,1975
12941,17-FEB-1975,Douglas C-47A (DC-3),Aviateca,0.0,Tikal-El Peten A...,Guatemala,1975
12942,18-FEB-1975,Boeing 737-2A8,Indian Airlines,0.0,Bangalore-Hindus...,India,1975
12943,19-FEB-1975,Yakovlev Yak-40FG,General Air,0.0,SaarbrA14cken Air...,Germany,1975
12944,21-FEB-1975,Douglas C-47B (DC-3),Rhodesian AF,0.0,Rushinga Forward...,Zimbabwe,1975
12945,22-FEB-1975,Canadair CC-106 Yukon (CL-44),Aerocondor de Colombia,5.0,near MedellAn-Enriqu...,Colombia,1975
12946,22-FEB-1975,Douglas C-47A (DC-3),Khmer Hansa Airlines,0.0,Phnom Penh-Poche...,Cambodia,1975
12948,23-FEB-1975,Rockwell Sabreliner 75A,General Motors,1.0,"near Pontiac, MI",USA,1975
12950,23-FEB-1975,BN-2A-20 Islander,PBA,0.0,Provincetown Air...,USA,1975
12951,25-FEB-1975,Douglas DC-3A,Philippine Air Lines,0.0,Manila Airport (...,Philippines,1975
12952,27-FEB-1975,Douglas C-47B (DC-3),private,0.0,Madrid-Barajas A...,Spain,1975
12953,27-FEB-1975,Embraer EMB-110C Bandeirante,VASP,15.0,near SAo Paulo-Congo...,Brazil,1975
12957,04-MAR-1975,Dassault Falcon 20C,LTV Aerospace,0.0,Dallas-Hensley F...,USA,1975
12958,04-MAR-1975,Douglas C-47A (DC-3),Brazilian AF,1.0,"Peixe, GO",Brazil,1975
12959,05-MAR-1975,Fairchild F-27,TAC Colombia,0.0,Barranquilla-Ern...,Colombia,1975
12960,07-MAR-1975,HAL-748,Indian Airlines,0.0,Rajkot-Civil Air...,India,1975
12961,10-MAR-1975,Douglas C-47A (DC-3),Khmer Hansa Airlines,0.0,Phnom Penh Airpo...,Cambodia,1975
12962,12-MAR-1975,Douglas C-54D (DC-4),Air Vietnam,26.0,near Pleiku City,Vietnam,1975
12963,13-MAR-1975,Cessna 500 Citation I,private,3.0,near AcarA,Brazil,1975
12965,13-MAR-1975,Rockwell 1121 Jet Commander,Jet Travel,0.0,"Tullahoma, TN",USA,1975
12966,14-MAR-1975,Douglas C-47 (DC-3),Ethiopian Airlines,1.0,Lalibela Airport...,Ethiopia,1975
12967,16-MAR-1975,Antonov An-2,Unknown,1.0,within Bulgaria,Bulgaria,1975
12968,16-MAR-1975,Fokker F-27 Friendship 400M,LADE,52.0,near San Carlos de Ba...,Argentina,1975
12969,18-MAR-1975,DHC-6 Twin Otter 100,Sudan Airways,5.0,Dinder National ...,Sudan,1975
12970,21-MAR-1975,Lockheed C-141A-20-LM Starlifter,USAF,16.0,"near Seattle, WA",USA,1975
12971,26-MAR-1975,Convair CV-440-86,Servicio AAreo San Francisco,0.0,Cerdas,Bolivia,1975
12973,27-MAR-1975,Douglas C-48A (DC-3C ),FAA,0.0,Dubois-Jefferson...,USA,1975
12974,27-MAR-1975,Curtiss C-46A,Fairbanks Air Service,0.0,Prudhoe Bay/Dead...,USA,1975
12976,28-MAR-1975,Lockheed 18 Lodestar,Potomac Painters,4.0,near Florida,Atlantic Ocean,1975
12977,29-MAR-1975,Fairchild F-27,Air Manila Int.,0.0,Baguio-Loakan Ai...,Philippines,1975
12978,31-MAR-1975,Boeing 737-247,Western Air Lines,0.0,"Casper Airport, ...",USA,1975
12979,31-MAR-1975,Lockheed 18 Lodestar,Hartzog Aviation,2.0,Veracruz-Las Baj...,Mexico,1975
12980,??-MAR-1975,Vickers 806 Viscount,Royal Air Lao,4.0,Phnom Penh-Poche...,Cambodia,1975
12981,01-APR-1975,Howard 350,Dallas Chapter,2.0,"CuliacAn, Sinaloa",Mexico,1975
12982,04-APR-1975,Lockheed C-5A Galaxy,USAF,138.0,near Saigon-Tan Son N...,Vietnam,1975
12983,06-APR-1975,Lockheed C-130A Hercules,Vietnam Air Force - VNAF,0.0,Bien Hoa,Vietnam,1975
12984,09-APR-1975,Fokker F-28 Fellowship 1000,Itavia,0.0,Bergamo-Orio Al ...,Italy,1975
12986,10-APR-1975,Douglas C-54A (DC-4),Royal Air Lao,0.0,Phnom Penh-Poche...,Cambodia,1975
12987,11-APR-1975,Douglas DC-3,Sorya Airlines,3.0,near Phnom Penh-Poche...,Cambodia,1975
12988,14-APR-1975,Swearingen SA226-AT Merlin IV,Magnavox Corporation,2.0,near Southern Pines-P...,USA,1975
12992,18-APR-1975,BN-2A-7 Islander,"Mackenzie Air, op.for Air Exec Services",0.0,Fort Simpson Air...,Canada,1975
12993,19-APR-1975,Douglas C-47A (DC-3),Air Liberia,0.0,Monrovia-Roberts...,Liberia,1975
12994,23-APR-1975,Curtiss C-46D,SAVCO,4.0,Cerro Sayari,Bolivia,1975
12995,24-APR-1975,BN-2A Islander,Munz Northern Airlines,0.0,Tin City Airport...,USA,1975
12997,25-APR-1975,Antonov An-24RV,"Aeroflot, Ukraine",0.0,near Poltava Airport ...,Ukraine,1975
12998,26-APR-1975,Beech A100 King Air,"Stribling-Puckett, Inc",6.0,near Hilton Head Airp...,USA,1975
13000,28-APR-1975,Lockheed C-130E Hercules,USAF,0.0,Saigon-Tan Son N...,Vietnam,1975
13001,29-APR-1975,Douglas VC-47A (DC-3),Air America,0.0,U-Tapao Airport ...,Thailand,1975
13003,30-APR-1975,Lockheed L-188AF Electra,Zantop,0.0,Prudhoe Bay/Dead...,USA,1975
13004,30-APR-1975,Antonov An-2SX,"Aeroflot, Central Region",0.0,near Tambov,Russia,1975
13012,03-MAY-1975,Douglas C-47 (DC-3),SATENA,4.0,near Sardinata,Colombia,1975
13013,10-MAY-1975,Bristol 170 Freighter 21E,Air Express,2.0,"near Cape Paterson, VIC",Australia,1975
13014,10-MAY-1975,Hawker Siddeley HS-748,Philippine Air Lines,0.0,Manila Internati...,Philippines,1975
13015,11-MAY-1975,Lockheed L-1049H-01-06-162 Super Constellation,Aircraft Specialties,6.0,"near Mesa, AZ",USA,1975
13016,11-MAY-1975,Vickers 769D Viscount,PLUNA,0.0,Buenos Aires-Jor...,Argentina,1975
13017,14-MAY-1975,T-39A Sabreliner,USAF,3.0,King and Queen C...,USA,1975
13019,16-MAY-1975,Boeing 747-136,British Airways,0.0,near Glasgow-Prestwic...,U.K.,1975
13020,17-MAY-1975,Douglas C-47B (DC-3),Motortec,0.0,Rio de Janeiro-J...,Brazil,1975
13021,18-MAY-1975,Antonov An-2R,"Aeroflot, Far East",0.0,near Birobidzhan,Russia,1975
13023,19-MAY-1975,Antonov An-2T,"Aeroflot, Georgia",0.0,Mestia,Georgia,1975
13025,21-MAY-1975,DHC-3 Otter,Woods Air Service,1.0,Anchorage-Lake H...,USA,1975
13026,28-MAY-1975,NAMC YS-11-125,TOA Domestic,0.0,Osaka-Itami Airp...,Japan,1975
13027,29-MAY-1975,Lockheed 18 Learstar I,Colonial Bank,2.0,"near Rockwood, TN",USA,1975
13028,03-JUN-1975,BAC One-Eleven 524FF,Philippine Air Lines,1.0,near Manila,Philippines,1975
13029,03-JUN-1975,Lockheed L-1049H Super Constellation,Sky Truck Int.,0.0,Guadeloupe,Guadeloupe,1975
13030,06-JUN-1975,Curtiss C-46F,TAI,0.0,San Borja Airpor...,Bolivia,1975
13031,09-JUN-1975,Curtiss C-46A,Frigorifico Santa Rita,0.0,Riberalta Airpor...,Bolivia,1975
13032,12-JUN-1975,Boeing 747-128,Air France,0.0,Bombay-Santacruz...,India,1975
13033,14-JUN-1975,Rockwell Sabreliner 75A,Kerr-McGee Corp,0.0,near Watertown Airpor...,USA,1975
13035,17-JUN-1975,SE-210 Caravelle VI-N,Indian Airlines,0.0,Bombay-Santacruz...,India,1975
13036,19-JUN-1975,Antonov An-2T,"Aeroflot, Magadan",0.0,near Markovo,Russia,1975
13038,22-JUN-1975,Handley Page HPR-7 Herald 101,La Urraca,0.0,La Libertad,Colombia,1975
13039,24-JUN-1975,Boeing 727-225,Eastern Air Lines,113.0,New York-John F....,USA,1975
13040,26-JUN-1975,Douglas C-47D,German AF,3.0,Kaufering,Germany,1975
13041,27-JUN-1975,BN-2 Islander,Kurfiss Aviation,0.0,near Bremen Airport (...,Germany,1975
13043,28-JUN-1975,Antonov An-2T,"Aeroflot, Kyrgyzstan",0.0,near Karaganda,Russia,1975
13044,30-JUN-1975,Douglas DC-4,El Venado,3.0,near Saravena,Colombia,1975
13046,??-JUN-1975,Grumman G-73 Mallard,Gabon Government,0.0,Atlantic Ocean o...,Gabon,1975
13047,02-JUL-1975,Beech 99,TAT,8.0,Nantes ChAteau-...,France,1975
13048,03-JUL-1975,Learjet 25,Unknown,0.0,Richmond Municip...,USA,1975
13049,05-JUL-1975,Boeing 707-373C,PIA,0.0,Islamabad Intern...,Pakistan,1975
13051,10-JUL-1975,Lockheed L-188AF Electra,Aerocondor de Colombia,2.0,BogotA-Eldorado...,Colombia,1975
13052,10-JUL-1975,Douglas DC-6F,Aerocosta Colombia,0.0,BogotA-Eldorado...,Colombia,1975
13053,11-JUL-1975,Grumman G-159 Gulfstream I,Collins Radio,0.0,Dallas-Addison A...,USA,1975
13054,11-JUL-1975,DH-114 Prinair Heron 2,Prinair,0.0,San Juan-Isla Ve...,Puerto Rico,1975
13055,15-JUL-1975,Yakovlev Yak-40,"Aeroflot, Armenia",40.0,near Batumi-Chorokh A...,Georgia,1975
13056,16-JUL-1975,Antonov An-2R,ZUA,1.0,near KAoty,Slovakia,1975
13057,16-JUL-1975,Douglas DC-4,Aerotal Colombia,0.0,Arauca Airport (...,Colombia,1975
13058,17-JUL-1975,CSR-123 Otter (DHC-3),RCAF,0.0,Duke of York Bay...,Canada,1975
13059,18-JUL-1975,Antonov An-2,Aviatia Utilitara,0.0,Mircea Voda,Romania,1975
13060,23-JUL-1975,Antonov An-2R,"Aeroflot, Tajikistan",0.0,near Termez,Uzbekistan,1975
13061,25-JUL-1975,Douglas R4D-1 (DC-3),St. Felicien Air Services,0.0,"Lake Mistassini, QC",Canada,1975
13062,26-JUL-1975,Lockheed C-130A Hercules,USAF,6.0,"near Imlay City, MI",USA,1975
13063,26-JUL-1975,Douglas C-47 (DC-3),Colombian AF,10.0,Sierra Nevada de...,Colombia,1975
13065,31-JUL-1975,Douglas C-47A (DC-3),Chilean AF,7.0,near Colina,Chile,1975
13066,31-JUL-1975,Vickers 837 Viscount,FEAT,27.0,Taipei-Songshan ...,Taiwan,1975
13067,03-AUG-1975,Douglas C-47 (DC-3),Nicaraguan AF,21.0,near Punta Amapala,El Salvador,1975
13068,03-AUG-1975,Boeing 707-321C,"Jordanian World Airways, opf RAM",188.0,near Amskroud,Morocco,1975
13069,03-AUG-1975,Convair CV-240-23,private,0.0,Belize City,Belize,1975
13070,07-AUG-1975,Boeing 727-224,Continental Air Lines,0.0,Denver-Stapleton...,USA,1975
13071,07-AUG-1975,BN-2A-7 Islander,AMAZ,0.0,Kasangulu,D.R. Congo,1975
13072,08-AUG-1975,BN-2A Islander,Servicios AAreos SA,0.0,Porvenir Island,Panama,1975
13073,08-AUG-1975,Curtiss C-46F,Rich,0.0,near Aguadilla-Borinq...,Puerto Rico,1975
13074,09-AUG-1975,Ilyushin Il-14M,"Aeroflot, Leningrad",11.0,near Bagdarin,Russia,1975
13075,09-AUG-1975,Consolidated PB4Y-2 Privateer,Hawkins & Powers,0.0,Port Hardy Airpo...,Canada,1975
13077,15-AUG-1975,Yakovlev Yak-40,"Aeroflot, Azerbaijan",23.0,near Krasnovodsk Airp...,Turkmenistan,1975
13078,15-AUG-1975,BN-2A Islander,Aerial Tours,0.0,Naoro Airport (NOO),P.N. Guinea,1975
13079,16-AUG-1975,Douglas C-47A (DC-3),Somali Airlines,0.0,Bossaso Airport ...,Somalia,1975
13080,18-AUG-1975,Consolidated PBY-6A Catalina,Confederate Air Force,3.0,"Harlingen, TX",USA,1975
13081,20-AUG-1975,Ilyushin Il-62,CSA,126.0,near Damascus Interna...,Syria,1975
13082,22-AUG-1975,Douglas C-49J (DC-3),TANA,0.0,Ipiales Airport ...,Colombia,1975
13084,27-AUG-1975,Douglas C-47B (DC-3),East African Airways,0.0,Mtwara Airport (...,Tanzania,1975
13085,28-AUG-1975,Lockheed C-130E Hercules,Argentine AF,4.0,TucumAn Airport...,Argentina,1975
13087,30-AUG-1975,Tupolev Tu-104B,"Aeroflot, Ukraine",0.0,Novosibirsk-Tolm...,Russia,1975
13088,30-AUG-1975,Curtiss C-46F,Trans AAreos Beni,0.0,Trinidad,Bolivia,1975
13089,30-AUG-1975,Fairchild F-27B,Wien Air Alaska,10.0,"near Gambell Airport,...",USA,1975
13090,01-SEP-1975,Tupolev Tu-134,Interflug,27.0,Leipzig Airport ...,Germany,1975
13091,04-SEP-1975,DHC-3 Otter,Auburn Adventist Academy,0.0,Auburn Municipal...,USA,1975
13092,04-SEP-1975,DHC-4A Caribou,RAAF,0.0,Baucau Airport (...,Timor,1975
13094,11-SEP-1975,Douglas C-47A (DC-3),Stoney's Rainbow Lanes & Lounge,2.0,"Wakeman, OH",USA,1975
13095,11-SEP-1975,Douglas C-47 (DC-3),Ethiopian Airlines,1.0,near Mota,Ethiopia,1975
13096,13-SEP-1975,Douglas EC-47A,Brazilian AF,0.0,"near Itaparica, BA",Brazil,1975
13097,15-SEP-1975,Hawker Siddeley HS-121 Trident 1E,British Airways,0.0,Bilbao Airport (...,Spain,1975
13099,15-SEP-1975,BN-2A-6 Islander,Dorado Wings,0.0,San Juan-Isla Ve...,Puerto Rico,1975
13100,16-SEP-1975,Douglas DC-3,Alyemda,0.0,Beihan Airport (...,Yemen,1975
13101,17-SEP-1975,Douglas C-47A (DC-3),Chilean Navy,9.0,near Ritoque,Chile,1975
13102,17-SEP-1975,Convair CV-240-4,Asiatic Int. Airways,0.0,near Singapore-Seleta...,Singapore,1975
13103,18-SEP-1975,Antonov An-2V,"Aeroflot, Krasnoyarsk, op.for Soviet AF",3.0,near Turukhansk (UOTT),Russia,1975
13104,19-SEP-1975,Antonov An-2,Unknown,2.0,within Bulgaria,Bulgaria,1975
13105,20-SEP-1975,DC-8-63CF,Airlift Int.,0.0,New York-John F....,USA,1975
13108,25-SEP-1975,Douglas C-47A (DC-3),Laurentian Air Services,0.0,La Grande-LG-2 a...,Canada,1975
13109,25-SEP-1975,Douglas C-47A (DC-3),Ilford Riverton,3.0,Fort Severn Airp...,Canada,1975
13110,26-SEP-1975,Convair C-131F (CV-340),US Navy,4.0,near Santa Ana-El Tor...,USA,1975
13111,26-SEP-1975,Nord 2501D Noratlas,Portuguese AF,11.0,near Tancos Air Base,Portugal,1975
13112,27-SEP-1975,Canadair CC-106 Yukon (CL-44),AER,6.0,Miami Internatio...,USA,1975
13114,27-SEP-1975,Dassault Falcon 20DC,Federal Express,0.0,Providence-Theod...,USA,1975
13115,30-SEP-1975,DHC-6 Twin Otter 200,Northern Thunderbird Air,7.0,Kluatantan regio...,Canada,1975
13116,30-SEP-1975,Tupolev Tu-154A,Malev,60.0,near Beirut Internati...,Lebanon,1975
13117,30-SEP-1975,Boeing 727-24C,Avianca,4.0,Barranquilla-Sol...,Colombia,1975
13118,05-OCT-1975,Boeing 737-287C,Aerolineas Argentinas,0.0,Rafaela Aerodrom...,Argentina,1975
13119,06-OCT-1975,Yakovlev Yak-40,"Aeroflot, Uralsk",0.0,near Kirov Airport (KVX),Russia,1975
13121,07-OCT-1975,BN-2A-3 Islander,Dirgantara Air Services,0.0,Sawu Airport (SAU),Indonesia,1975
13122,10-OCT-1975,Antonov An-8,MAP Zhukovski,6.0,Sverdlovsk-Kolts...,Russia,1975
13123,15-OCT-1975,Grumman TC-4C (G-159 Gulfstream I),USMC,9.0,Cherry Point MCA...,USA,1975
13124,17-OCT-1975,BN-2A-26 Islander,Aer Arann,0.0,Inishmore Airpor...,Ireland,1975
13125,19-OCT-1975,Curtiss C-46A,Aerovias Las Minas,3.0,Trinidad,Bolivia,1975
13127,23-OCT-1975,DH-114 Riley Heron 2E/A1,Connair,11.0,"near Cairns Airport, ...",Australia,1975
13129,27-OCT-1975,Convair CV-440-12,TAM,67.0,Cerro Colorado,Bolivia,1975
13130,30-OCT-1975,DC-9-32,Inex-Adria Aviopromet,75.0,near Praha-Ruzyne Int...,Czech Rep.,1975
13131,03-NOV-1975,Douglas C-47A (DC-3),Kenting Atlas Aviation,0.0,"near Frobisher Bay, NU",Canada,1975
13135,12-NOV-1975,Boeing 727-225,Eastern Air Lines,0.0,Raleigh/Durham A...,USA,1975
13136,12-NOV-1975,DC-10-30CF,ONA,0.0,New York-John F....,USA,1975
13137,13-NOV-1975,Antonov An-2R,"Aeroflot, East Siberia",0.0,near Nizhneangarsk,Russia,1975
13138,15-NOV-1975,Fokker F-28 Fellowship 1000,Aerolineas Argentinas,0.0,near Concordia Airpor...,Argentina,1975
13139,17-NOV-1975,Antonov An-24RV,"Aeroflot, North Kavkaz",38.0,near Gali,Georgia,1975
13140,18-NOV-1975,Douglas C-47 (DC-3),Aviateca,15.0,near El Caoba,Guatemala,1975
13141,20-NOV-1975,Antonov An-24B,"Aeroflot, Belarus",19.0,near Kharkov Airport ...,Ukraine,1975
13143,22-NOV-1975,Antonov An-24V,Balkan Bulgarian,3.0,Sofia-Vrazhdebna...,Bulgaria,1975
13144,25-NOV-1975,Lockheed C-130H Hercules,Israeli AF,20.0,near El Arish,Egypt,1975
13145,29-NOV-1975,Douglas C-47A (DC-3),Kenting Atlas Aviation,0.0,Igloolik Airport...,Canada,1975
13146,03-DEC-1975,Boeing 747-123F (SCD),TMA,0.0,Athens-Ellinikon...,Greece,1975
13148,07-DEC-1975,Boeing KC-135A,USAF,4.0,near Fairbanks-Eielso...,USA,1975
13149,10-DEC-1975,Antonov An-2R,"Aeroflot, North Kavkaz",0.0,near Serafimovich,Russia,1975
13150,15-DEC-1975,Antonov An-12B,"Aeroflot, Yakutsk",0.0,Fergana Airport ...,Uzbekistan,1975
13151,16-DEC-1975,Boeing 747-246B,JAL,0.0,Anchorage Intern...,USA,1975
13153,21-DEC-1975,CT-39E Sabreliner,US Navy,2.0,"near Ukiah, CA",USA,1975
13154,21-DEC-1975,BN-2A-21 Islander,Philippine Aerotransport,9.0,Tacloban (TAC),Philippines,1975
13155,22-DEC-1975,Boeing 707-331B,TWA,0.0,Milano-Malpensa ...,Italy,1975
13156,28-DEC-1975,Hawker Siddeley HS-121 Trident 1C,British Airways,0.0,London-Heathrow ...,U.K.,1975
13157,29-DEC-1975,Beech 99,Bayview Air Services,2.0,near Slave Lake Airpo...,Canada,1975
13163,??-???-1975,Antonov An-2R,PZL-Mielec,0.0,Mielec,Poland,1975
13166,??-???-1975,Nord 2501D Noratlas,Portuguese AF,0.0,unknown,Portugal,1975
13167,01-JAN-1976,DC-10-30,SAS,0.0,KA benhavn-Kastr...,Denmark,1976
13168,01-JAN-1976,Boeing 720-023B,MEA,81.0,near Al Qaysumah,Saudi Arabia,1976
13169,02-JAN-1976,DC-10-30CF,"ONA, op.for Saudi Arabian",0.0,Istanbul-YesilkA...,Turkey,1976
13170,02-JAN-1976,BN-2A-3 Islander,Caspair,0.0,Kimba Ngorongoro,Tanzania,1976
13171,03-JAN-1976,Learjet 24A,Winship Air Services,6.0,near Anchorage Intern...,USA,1976
13173,05-JAN-1976,DC-8-61,JAL,0.0,Manila Airport (...,Philippines,1976
13174,07-JAN-1976,Vickers 806 Viscount,Mandala Airlines,0.0,Manado-Samratula...,Indonesia,1976
13175,08-JAN-1976,BN-2A-21 Islander,Philippine Aerotransport,7.0,Mactan Island,Philippines,1976
13176,13-JAN-1976,Antonov An-24B,"Aeroflot, Uralsk",0.0,near Leningrad-Smolno...,Russia,1976
13177,14-JAN-1976,Rockwell Sabreliner 40,FAA,1.0,"near Recife, PE",Brazil,1976
13178,15-JAN-1976,Douglas C-54A (DC-4),El Venado,13.0,near Chipaque,Colombia,1976
13179,17-JAN-1976,Handley Page HPR-7 Herald 401,Royal Malaysian AF,0.0,Kuala Lumpur Sub...,Malaysia,1976
13180,18-JAN-1976,Douglas C-47 (DC-3),Frigorifico Maniqui,7.0,near San Borja-Capita...,Bolivia,1976
13181,20-JAN-1976,Hawker Siddeley HS-748,TAME Ecuador,34.0,near Loja,Ecuador,1976
13183,21-JAN-1976,Antonov An-24RV,CAAC,40.0,near Changsha-Huanghu...,China,1976
13184,22-JAN-1976,Dassault Falcon 20C,French AF,5.0,Rambouillet,France,1976
13185,22-JAN-1976,Embraer EMB-110C Bandeirante,Transbrasil,7.0,ChapecA3 Airport...,Brazil,1976
13187,23-JAN-1976,Hawker Siddeley HS-748,Bouraq Indonesia,0.0,Palu Airport (PLW),Indonesia,1976
13188,27-JAN-1976,Douglas DC-6A,AerotAcnicos Asociados de MAxico,4.0,near Cozumel Airport ...,Mexico,1976
13190,30-JAN-1976,Ilyushin Il-18V,"Aeroflot, Kyrgyzstan",6.0,near Frunze Airport (...,Kyrgyzstan,1976
13191,02-FEB-1976,Douglas C-49J (DC-3),Atlantic Central Airlines,0.0,Saint John Airpo...,Canada,1976
13192,04-FEB-1976,Douglas DC-6A/B,LAC Colombia,3.0,Santa Marta,Colombia,1976
13193,06-FEB-1976,Learjet 24D,Estramed,0.0,near Bari-Palese Airp...,Italy,1976
13194,06-FEB-1976,Boeing KC-135A,USAF,7.0,near Cabanillas,Spain,1976
13195,08-FEB-1976,Douglas YC-112A-DO (DC-6),Mercer Airlines,3.0,near Los Angeles-Van ...,USA,1976
